'NC_004926-SRD-12-.txt.csv', 322
'NC_004926-SRD-13-.txt.csv', 232
'NC_004926-SRD-14-.txt.csv', 189
'NC_004926-SRD-15-.txt.csv', 176
'NC_004926-SRD-16-.txt.csv', 165
'NC_004926-SRD-17-.txt.csv', 154
'NC_004926-SRD-18-.txt.csv', 143
'NC_004926-SRD-19-.txt.csv', 134
'NC_004926-SRD-20-.txt.csv', 125
'NC_004926-SRD-21-.txt.csv', 118
'NC_004926-SRD-22-.txt.csv', 112
'NC_004926-SRD-23-.txt.csv', 106
'NC_004926-SRD-24-.txt.csv', 100
'NC_004926-SRD-25-.txt.csv', 94
'NC_004926-SRD-26-.txt.csv', 90
'NC_004926-SRD-27-.txt.csv', 86
'NC_004926-SRD-28-.txt.csv', 82
'NC_004926-SRD-29-.txt.csv', 78
'NC_004926-SRD-30-.txt.csv', 74
'NC_004926-SRD-5-.txt.csv', 16309
'NC_004926-SRD-6-.txt.csv', 15670
'NC_004926-SRD-7-.txt.csv', 12108
'NC_004926-SRD-8-.txt.csv', 6808
'NC_004926-SRD-9-.txt.csv', 3015
'NC_005055-SRD-10-.txt.csv', 1342
'NC_005055-SRD-11-.txt.csv', 910
'NC_005055-SRD-12-.txt.csv', 789
'NC_005055-SRD-13-.txt.csv', 752
'NC_005055-SRD-14-.txt.csv', 735
'NC_005055-SRD-15-.txt.csv', 730
'NC_005055-SRD-16-.txt.csv', 727
'NC_005055-SRD-17-.txt.csv', 724
'NC_005055-SRD-18-.txt.csv', 721
'NC_005055-SRD-19-.txt.csv', 717
'NC_005055-SRD-20-.txt.csv', 713
'NC_005055-SRD-21-.txt.csv', 709
'NC_005055-SRD-22-.txt.csv', 705
'NC_005055-SRD-23-.txt.csv', 697
'NC_005055-SRD-24-.txt.csv', 695
'NC_005055-SRD-25-.txt.csv', 693
'NC_005055-SRD-26-.txt.csv', 691
'NC_005055-SRD-27-.txt.csv', 689
'NC_005055-SRD-28-.txt.csv', 687
'NC_005055-SRD-29-.txt.csv', 685
'NC_005055-SRD-30-.txt.csv', 683
'NC_005055-SRD-5-.txt.csv', 17576
'NC_005055-SRD-6-.txt.csv', 17000
'NC_005055-SRD-7-.txt.csv', 13128
'NC_005055-SRD-8-.txt.csv', 6713
'NC_005055-SRD-9-.txt.csv', 2756
'NC_005794-SRD-10-.txt.csv', 1055
'NC_005794-SRD-11-.txt.csv', 608
'NC_005794-SRD-12-.txt.csv', 473
'NC_005794-SRD-13-.txt.csv', 424
'NC_005794-SRD-14-.txt.csv', 403
'NC_005794-SRD-15-.txt.csv', 392
'NC_005794-SRD-16-.txt.csv', 387
'NC_005794-SRD-17-.txt.csv', 382
'NC_005794-SRD-18-.txt.csv', 375
'NC_005794-SRD-19-.txt.csv', 368
'NC_005794-SRD-20-.txt.csv', 361
'NC_005794-SRD-21-.txt.csv', 356
'NC_005794-SRD-22-.txt.csv', 353
'NC_005794-SRD-23-.txt.csv', 350
'NC_005794-SRD-24-.txt.csv', 347
'NC_005794-SRD-25-.txt.csv', 344
'NC_005794-SRD-26-.txt.csv', 341
'NC_005794-SRD-27-.txt.csv', 338
'NC_005794-SRD-28-.txt.csv', 335
'NC_005794-SRD-29-.txt.csv', 332
'NC_005794-SRD-30-.txt.csv', 329
'NC_005794-SRD-5-.txt.csv', 17165
'NC_005794-SRD-6-.txt.csv', 16644
'NC_005794-SRD-7-.txt.csv', 12749
'NC_005794-SRD-8-.txt.csv', 6529
'NC_005794-SRD-9-.txt.csv', 2557
'NC_005797-SRD-10-.txt.csv', 1313
'NC_005797-SRD-11-.txt.csv', 498
'NC_005797-SRD-12-.txt.csv', 184
'NC_005797-SRD-13-.txt.csv', 62
'NC_005797-SRD-14-.txt.csv', 20
'NC_005797-SRD-15-.txt.csv', 8
'NC_005797-SRD-16-.txt.csv', 4
'NC_005797-SRD-5-.txt.csv', 16126
'NC_005797-SRD-6-.txt.csv', 15512
'NC_005797-SRD-7-.txt.csv', 12328
'NC_005797-SRD-8-.txt.csv', 7475
'NC_005797-SRD-9-.txt.csv', 3347
'NC_006301-SRD-10-.txt.csv', 1102
'NC_006301-SRD-11-.txt.csv', 344
'NC_006301-SRD-12-.txt.csv', 106
'NC_006301-SRD-13-.txt.csv', 32
'NC_006301-SRD-14-.txt.csv', 12
'NC_006301-SRD-15-.txt.csv', 6
'NC_006301-SRD-16-.txt.csv', 4
'NC_006301-SRD-17-.txt.csv', 2
'NC_006301-SRD-5-.txt.csv', 15689
'NC_006301-SRD-6-.txt.csv', 14994
'NC_006301-SRD-7-.txt.csv', 12030
'NC_006301-SRD-8-.txt.csv', 7187
'NC_006301-SRD-9-.txt.csv', 3171
'NC_006302-SRD-10-.txt.csv', 942
'NC_006302-SRD-11-.txt.csv', 291
'NC_006302-SRD-12-.txt.csv', 98
'NC_006302-SRD-13-.txt.csv', 35
'NC_006302-SRD-14-.txt.csv', 8
'NC_006302-SRD-5-.txt.csv', 15791
'NC_006302-SRD-6-.txt.csv', 15198
'NC_006302-SRD-7-.txt.csv', 11969
'NC_006302-SRD-8-.txt.csv', 6668
'NC_006302-SRD-9-.txt.csv', 2782
'NC_006303-SRD-10-.txt.csv', 662
'NC_006303-SRD-11-.txt.csv', 196
'NC_006303-SRD-12-.txt.csv', 64
'NC_006303-SRD-13-.txt.csv', 28
'NC_006303-SRD-14-.txt.csv', 4
'NC_006303-SRD-5-.txt.csv', 16260
'NC_006303-SRD-6-.txt.csv', 15704
'NC_006303-SRD-7-.txt.csv', 11686
'NC_006303-SRD-8-.txt.csv', 5786
'NC_006303-SRD-9-.txt.csv', 2137
'NC_006304-SRD-10-.txt.csv', 1016
'NC_006304-SRD-11-.txt.csv', 340
'NC_006304-SRD-12-.txt.csv', 111
'NC_006304-SRD-13-.txt.csv', 40
'NC_006304-SRD-14-.txt.csv', 14
'NC_006304-SRD-15-.txt.csv', 2
'NC_006304-SRD-5-.txt.csv', 15732
'NC_006304-SRD-6-.txt.csv', 15101
'NC_006304-SRD-7-.txt.csv', 11822
'NC_006304-SRD-8-.txt.csv', 6683
'NC_006304-SRD-9-.txt.csv', 2858
'NC_006305-SRD-10-.txt.csv', 920
'NC_006305-SRD-11-.txt.csv', 311
'NC_006305-SRD-12-.txt.csv', 122
'NC_006305-SRD-13-.txt.csv', 63
'NC_006305-SRD-14-.txt.csv', 38
'NC_006305-SRD-15-.txt.csv', 27
'NC_006305-SRD-16-.txt.csv', 20
'NC_006305-SRD-17-.txt.csv', 14
'NC_006305-SRD-18-.txt.csv', 10
'NC_006305-SRD-19-.txt.csv', 6
'NC_006305-SRD-20-.txt.csv', 4
'NC_006305-SRD-21-.txt.csv', 2
'NC_006305-SRD-5-.txt.csv', 16209
'NC_006305-SRD-6-.txt.csv', 15637
'NC_006305-SRD-7-.txt.csv', 12318
'NC_006305-SRD-8-.txt.csv', 6809
'NC_006305-SRD-9-.txt.csv', 2704
'NC_006325-SRD-10-.txt.csv', 3527
'NC_006325-SRD-11-.txt.csv', 2807
'NC_006325-SRD-12-.txt.csv', 2586
'NC_006325-SRD-13-.txt.csv', 2481
'NC_006325-SRD-14-.txt.csv', 2423
'NC_006325-SRD-15-.txt.csv', 2386
'NC_006325-SRD-16-.txt.csv', 2354
'NC_006325-SRD-17-.txt.csv', 2327
'NC_006325-SRD-18-.txt.csv', 2303
'NC_006325-SRD-19-.txt.csv', 2282
'NC_006325-SRD-20-.txt.csv', 2263
'NC_006325-SRD-21-.txt.csv', 2244
'NC_006325-SRD-22-.txt.csv', 2225
'NC_006325-SRD-23-.txt.csv', 2208
'NC_006325-SRD-24-.txt.csv', 2191
'NC_006325-SRD-25-.txt.csv', 2175
'NC_006325-SRD-26-.txt.csv', 2161
'NC_006325-SRD-27-.txt.csv', 2147
'NC_006325-SRD-28-.txt.csv', 2133
'NC_006325-SRD-29-.txt.csv', 2119
'NC_006325-SRD-30-.txt.csv', 2105
'NC_006325-SRD-5-.txt.csv', 19350
'NC_006325-SRD-6-.txt.csv', 18819
'NC_006325-SRD-7-.txt.csv', 15450
'NC_006325-SRD-8-.txt.csv', 9784
'NC_006325-SRD-9-.txt.csv', 5525
'NC_006326-SRD-10-.txt.csv', 979
'NC_006326-SRD-11-.txt.csv', 302
'NC_006326-SRD-12-.txt.csv', 76
'NC_006326-SRD-13-.txt.csv', 18
'NC_006326-SRD-14-.txt.csv', 4
'NC_006326-SRD-5-.txt.csv', 16494
'NC_006326-SRD-6-.txt.csv', 15900
'NC_006326-SRD-7-.txt.csv', 12492
'NC_006326-SRD-8-.txt.csv', 6880
'NC_006326-SRD-9-.txt.csv', 2828
'NC_006327-SRD-10-.txt.csv', 5083
'NC_006327-SRD-11-.txt.csv', 4135
'NC_006327-SRD-12-.txt.csv', 3766
'NC_006327-SRD-13-.txt.csv', 3603
'NC_006327-SRD-14-.txt.csv', 3520
'NC_006327-SRD-15-.txt.csv', 3476
'NC_006327-SRD-16-.txt.csv', 3450
'NC_006327-SRD-17-.txt.csv', 3430
'NC_006327-SRD-18-.txt.csv', 3411
'NC_006327-SRD-19-.txt.csv', 3397
'NC_006327-SRD-20-.txt.csv', 3385
'NC_006327-SRD-21-.txt.csv', 3352
'NC_006327-SRD-22-.txt.csv', 3340
'NC_006327-SRD-23-.txt.csv', 3328
'NC_006327-SRD-24-.txt.csv', 3316
'NC_006327-SRD-25-.txt.csv', 3304
'NC_006327-SRD-26-.txt.csv', 3292
'NC_006327-SRD-27-.txt.csv', 3280
'NC_006327-SRD-28-.txt.csv', 3270
'NC_006327-SRD-29-.txt.csv', 3260
'NC_006327-SRD-30-.txt.csv', 3251
'NC_006327-SRD-5-.txt.csv', 19874
'NC_006327-SRD-6-.txt.csv', 19304
'NC_006327-SRD-7-.txt.csv', 16029
'NC_006327-SRD-8-.txt.csv', 11019
'NC_006327-SRD-9-.txt.csv', 7088
'NC_006328-SRD-10-.txt.csv', 8143
'NC_006328-SRD-11-.txt.csv', 7299
'NC_006328-SRD-12-.txt.csv', 6975
'NC_006328-SRD-13-.txt.csv', 6844
'NC_006328-SRD-14-.txt.csv', 6785
'NC_006328-SRD-15-.txt.csv', 6748
'NC_006328-SRD-16-.txt.csv', 6721
'NC_006328-SRD-17-.txt.csv', 6697
'NC_006328-SRD-18-.txt.csv', 6675
'NC_006328-SRD-19-.txt.csv', 6652
'NC_006328-SRD-20-.txt.csv', 6629
'NC_006328-SRD-21-.txt.csv', 6606
'NC_006328-SRD-22-.txt.csv', 6584
'NC_006328-SRD-23-.txt.csv', 6562
'NC_006328-SRD-24-.txt.csv', 6540
'NC_006328-SRD-25-.txt.csv', 6518
'NC_006328-SRD-26-.txt.csv', 6496
'NC_006328-SRD-27-.txt.csv', 6474
'NC_006328-SRD-28-.txt.csv', 6453
'NC_006328-SRD-29-.txt.csv', 6432
'NC_006328-SRD-30-.txt.csv', 6411
'NC_006328-SRD-5-.txt.csv', 22449
'NC_006328-SRD-6-.txt.csv', 21931
'NC_006328-SRD-7-.txt.csv', 19159
'NC_006328-SRD-8-.txt.csv', 14354
'NC_006328-SRD-9-.txt.csv', 10324
'NC_006329-SRD-10-.txt.csv', 1610
'NC_006329-SRD-11-.txt.csv', 792
'NC_006329-SRD-12-.txt.csv', 473
'NC_006329-SRD-13-.txt.csv', 351
'NC_006329-SRD-14-.txt.csv', 298
'NC_006329-SRD-15-.txt.csv', 277
'NC_006329-SRD-16-.txt.csv', 270
'NC_006329-SRD-17-.txt.csv', 265
'NC_006329-SRD-18-.txt.csv', 262
'NC_006329-SRD-19-.txt.csv', 259
'NC_006329-SRD-20-.txt.csv', 256
'NC_006329-SRD-21-.txt.csv', 253
'NC_006329-SRD-22-.txt.csv', 250
'NC_006329-SRD-23-.txt.csv', 247
'NC_006329-SRD-24-.txt.csv', 244
'NC_006329-SRD-25-.txt.csv', 241
'NC_006329-SRD-26-.txt.csv', 238
'NC_006329-SRD-27-.txt.csv', 235
'NC_006329-SRD-28-.txt.csv', 232
'NC_006329-SRD-29-.txt.csv', 229
'NC_006329-SRD-30-.txt.csv', 226
'NC_006329-SRD-5-.txt.csv', 16915
'NC_006329-SRD-6-.txt.csv', 16293
'NC_006329-SRD-7-.txt.csv', 13083
'NC_006329-SRD-8-.txt.csv', 7749
'NC_006329-SRD-9-.txt.csv', 3702
'NC_006330-SRD-10-.txt.csv', 1312
'NC_006330-SRD-11-.txt.csv', 513
'NC_006330-SRD-12-.txt.csv', 191
'NC_006330-SRD-13-.txt.csv', 81
'NC_006330-SRD-14-.txt.csv', 34
'NC_006330-SRD-15-.txt.csv', 16
'NC_006330-SRD-16-.txt.csv', 6
'NC_006330-SRD-17-.txt.csv', 2
'NC_006330-SRD-5-.txt.csv', 16109
'NC_006330-SRD-6-.txt.csv', 15506
'NC_006330-SRD-7-.txt.csv', 12171
'NC_006330-SRD-8-.txt.csv', 7187
'NC_006330-SRD-9-.txt.csv', 3329
'NC_006331-SRD-10-.txt.csv', 6773
'NC_006331-SRD-11-.txt.csv', 5712
'NC_006331-SRD-12-.txt.csv', 5248
'NC_006331-SRD-13-.txt.csv', 5033
'NC_006331-SRD-14-.txt.csv', 4925
'NC_006331-SRD-15-.txt.csv', 4854
'NC_006331-SRD-16-.txt.csv', 4795
'NC_006331-SRD-17-.txt.csv', 4738
'NC_006331-SRD-18-.txt.csv', 4680
'NC_006331-SRD-19-.txt.csv', 4625
'NC_006331-SRD-20-.txt.csv', 4578
'NC_006331-SRD-21-.txt.csv', 4535
'NC_006331-SRD-22-.txt.csv', 4492
'NC_006331-SRD-23-.txt.csv', 4452
'NC_006331-SRD-24-.txt.csv', 4412
'NC_006331-SRD-25-.txt.csv', 4371
'NC_006331-SRD-26-.txt.csv', 4331
'NC_006331-SRD-27-.txt.csv', 4292
'NC_006331-SRD-28-.txt.csv', 4254
'NC_006331-SRD-29-.txt.csv', 4217
'NC_006331-SRD-30-.txt.csv', 4180
'NC_006331-SRD-5-.txt.csv', 21214
'NC_006331-SRD-6-.txt.csv', 20665
'NC_006331-SRD-7-.txt.csv', 17694
'NC_006331-SRD-8-.txt.csv', 13079
'NC_006331-SRD-9-.txt.csv', 9061
'NC_006332-SRD-10-.txt.csv', 1126
'NC_006332-SRD-11-.txt.csv', 326
'NC_006332-SRD-12-.txt.csv', 98
'NC_006332-SRD-13-.txt.csv', 26
'NC_006332-SRD-14-.txt.csv', 2
'NC_006332-SRD-5-.txt.csv', 16418
'NC_006332-SRD-6-.txt.csv', 15793
'NC_006332-SRD-7-.txt.csv', 12465
'NC_006332-SRD-8-.txt.csv', 7257
'NC_006332-SRD-9-.txt.csv', 3135
'NC_006333-SRD-10-.txt.csv', 3945
'NC_006333-SRD-11-.txt.csv', 3167
'NC_006333-SRD-12-.txt.csv', 2862
'NC_006333-SRD-13-.txt.csv', 2752
'NC_006333-SRD-14-.txt.csv', 2697
'NC_006333-SRD-15-.txt.csv', 2656
'NC_006333-SRD-16-.txt.csv', 2621
'NC_006333-SRD-17-.txt.csv', 2588
'NC_006333-SRD-18-.txt.csv', 2555
'NC_006333-SRD-19-.txt.csv', 2526
'NC_006333-SRD-20-.txt.csv', 2501
'NC_006333-SRD-21-.txt.csv', 2476
'NC_006333-SRD-22-.txt.csv', 2452
'NC_006333-SRD-23-.txt.csv', 2428
'NC_006333-SRD-24-.txt.csv', 2404
'NC_006333-SRD-25-.txt.csv', 2380
'NC_006333-SRD-26-.txt.csv', 2356
'NC_006333-SRD-27-.txt.csv', 2332
'NC_006333-SRD-28-.txt.csv', 2308
'NC_006333-SRD-29-.txt.csv', 2284
'NC_006333-SRD-30-.txt.csv', 2260
'NC_006333-SRD-5-.txt.csv', 19530
'NC_006333-SRD-6-.txt.csv', 18989
'NC_006333-SRD-7-.txt.csv', 15505
'NC_006333-SRD-8-.txt.csv', 9949
'NC_006333-SRD-9-.txt.csv', 5896
'NC_006334-SRD-10-.txt.csv', 3241
'NC_006334-SRD-11-.txt.csv', 2588
'NC_006334-SRD-12-.txt.csv', 2363
'NC_006334-SRD-13-.txt.csv', 2276
'NC_006334-SRD-14-.txt.csv', 2245
'NC_006334-SRD-15-.txt.csv', 2226
'NC_006334-SRD-16-.txt.csv', 2214
'NC_006334-SRD-17-.txt.csv', 2206
'NC_006334-SRD-18-.txt.csv', 2198
'NC_006334-SRD-19-.txt.csv', 2191
'NC_006334-SRD-20-.txt.csv', 2185
'NC_006334-SRD-21-.txt.csv', 2179
'NC_006334-SRD-22-.txt.csv', 2173
'NC_006334-SRD-23-.txt.csv', 2167
'NC_006334-SRD-24-.txt.csv', 2161
'NC_006334-SRD-25-.txt.csv', 2155
'NC_006334-SRD-26-.txt.csv', 2149
'NC_006334-SRD-27-.txt.csv', 2143
'NC_006334-SRD-28-.txt.csv', 2137
'NC_006334-SRD-29-.txt.csv', 2131
'NC_006334-SRD-30-.txt.csv', 2125
'NC_006334-SRD-5-.txt.csv', 18999
'NC_006334-SRD-6-.txt.csv', 18441
'NC_006334-SRD-7-.txt.csv', 15197
'NC_006334-SRD-8-.txt.csv', 9440
'NC_006334-SRD-9-.txt.csv', 5093
'NC_006335-SRD-10-.txt.csv', 4528
'NC_006335-SRD-11-.txt.csv', 3759
'NC_006335-SRD-12-.txt.csv', 3472
'NC_006335-SRD-13-.txt.csv', 3382
'NC_006335-SRD-14-.txt.csv', 3350
'NC_006335-SRD-15-.txt.csv', 3335
'NC_006335-SRD-16-.txt.csv', 3323
'NC_006335-SRD-17-.txt.csv', 3315
'NC_006335-SRD-18-.txt.csv', 3305
'NC_006335-SRD-19-.txt.csv', 3295
'NC_006335-SRD-20-.txt.csv', 3286
'NC_006335-SRD-21-.txt.csv', 3267
'NC_006335-SRD-22-.txt.csv', 3259
'NC_006335-SRD-23-.txt.csv', 3251
'NC_006335-SRD-24-.txt.csv', 3244
'NC_006335-SRD-25-.txt.csv', 3237
'NC_006335-SRD-26-.txt.csv', 3229
'NC_006335-SRD-27-.txt.csv', 3221
'NC_006335-SRD-28-.txt.csv', 3213
'NC_006335-SRD-29-.txt.csv', 3205
'NC_006335-SRD-30-.txt.csv', 3197
'NC_006335-SRD-5-.txt.csv', 18488
'NC_006335-SRD-6-.txt.csv', 17993
'NC_006335-SRD-7-.txt.csv', 15021
'NC_006335-SRD-8-.txt.csv', 10057
'NC_006335-SRD-9-.txt.csv', 6347
'NC_006336-SRD-10-.txt.csv', 2240
'NC_006336-SRD-11-.txt.csv', 1479
'NC_006336-SRD-12-.txt.csv', 1281
'NC_006336-SRD-13-.txt.csv', 1157
'NC_006336-SRD-14-.txt.csv', 1116
'NC_006336-SRD-15-.txt.csv', 1054
'NC_006336-SRD-16-.txt.csv', 1028
'NC_006336-SRD-17-.txt.csv', 978
'NC_006336-SRD-18-.txt.csv', 951
'NC_006336-SRD-19-.txt.csv', 732
'NC_006336-SRD-20-.txt.csv', 717
'NC_006336-SRD-21-.txt.csv', 653
'NC_006336-SRD-22-.txt.csv', 625
'NC_006336-SRD-23-.txt.csv', 610
'NC_006336-SRD-24-.txt.csv', 602
'NC_006336-SRD-25-.txt.csv', 592
'NC_006336-SRD-26-.txt.csv', 585
'NC_006336-SRD-27-.txt.csv', 578
'NC_006336-SRD-28-.txt.csv', 456
'NC_006336-SRD-29-.txt.csv', 438
'NC_006336-SRD-30-.txt.csv', 433
'NC_006336-SRD-5-.txt.csv', 18828
'NC_006336-SRD-6-.txt.csv', 18276
'NC_006336-SRD-7-.txt.csv', 14279
'NC_006336-SRD-8-.txt.csv', 8380
'NC_006336-SRD-9-.txt.csv', 4462
'NC_006337-SRD-10-.txt.csv', 1551
'NC_006337-SRD-11-.txt.csv', 603
'NC_006337-SRD-12-.txt.csv', 240
'NC_006337-SRD-13-.txt.csv', 92
'NC_006337-SRD-14-.txt.csv', 42
'NC_006337-SRD-15-.txt.csv', 22
'NC_006337-SRD-16-.txt.csv', 14
'NC_006337-SRD-17-.txt.csv', 10
'NC_006337-SRD-18-.txt.csv', 6
'NC_006337-SRD-19-.txt.csv', 4
'NC_006337-SRD-20-.txt.csv', 2
'NC_006337-SRD-5-.txt.csv', 16299
'NC_006337-SRD-6-.txt.csv', 15682
'NC_006337-SRD-7-.txt.csv', 12443
'NC_006337-SRD-8-.txt.csv', 7550
'NC_006337-SRD-9-.txt.csv', 3712
'NC_006338-SRD-10-.txt.csv', 7464
'NC_006338-SRD-11-.txt.csv', 6511
'NC_006338-SRD-12-.txt.csv', 6069
'NC_006338-SRD-13-.txt.csv', 5832
'NC_006338-SRD-14-.txt.csv', 5668
'NC_006338-SRD-15-.txt.csv', 5531
'NC_006338-SRD-16-.txt.csv', 5409
'NC_006338-SRD-17-.txt.csv', 5302
'NC_006338-SRD-18-.txt.csv', 5198
'NC_006338-SRD-19-.txt.csv', 5103
'NC_006338-SRD-20-.txt.csv', 5009
'NC_006338-SRD-21-.txt.csv', 4917
'NC_006338-SRD-22-.txt.csv', 4833
'NC_006338-SRD-23-.txt.csv', 4755
'NC_006338-SRD-24-.txt.csv', 4683
'NC_006338-SRD-25-.txt.csv', 4614
'NC_006338-SRD-26-.txt.csv', 4548
'NC_006338-SRD-27-.txt.csv', 4482
'NC_006338-SRD-28-.txt.csv', 4421
'NC_006338-SRD-29-.txt.csv', 4360
'NC_006338-SRD-30-.txt.csv', 4299
'NC_006338-SRD-5-.txt.csv', 21895
'NC_006338-SRD-6-.txt.csv', 21459
'NC_006338-SRD-7-.txt.csv', 18419
'NC_006338-SRD-8-.txt.csv', 13499
'NC_006338-SRD-9-.txt.csv', 9592
'NC_006339-SRD-10-.txt.csv', 2170
'NC_006339-SRD-11-.txt.csv', 1045
'NC_006339-SRD-12-.txt.csv', 606
'NC_006339-SRD-13-.txt.csv', 431
